Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration,Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5eqK0tbzUPo2SoeZsov04s,"Bank Account","Issa Album","21 Savage",2017-07-06,220306,74,monsterx120,2024-09-19T03:29:25Z,"atl hip hop,hip hop,rap","Slaughter Gang, LLC/Epic Records",0.884,0.347,8,-8.227,0,0.35,0.015,0.000007,0.0871,0.376,75.016,4
5Dc1LHpuOIYUZofJwF3FHL,"Los Sabanales","Época de Oro 16 Éxitos","Los Corraleros De Majagual,Calixto Ochoa",2012-06-20,161472,45,monsterx120,2024-09-19T03:29:25Z,"classic colombian pop,cumbia,folclor afrocolombiano,musica popular colombiana","Discos Fuentes",0.82,0.759,9,-4.5,1,0.0651,0.178,0.000118,0.0757,0.842,121.86,4
5TclgAYTVdTRLnHvTUhyIP,"Entertain Me","Entertain Me","Ylona Garcia",2022-01-05,182893,33,monsterx120,2024-09-19T03:29:25Z,"","PARADISE RISING/88rising Music",0.634,0.741,1,-5.47,1,0.0751,0.0067,0,0.154,0.499,102.988,4
4sLtmtKMmA5iCIa90tWhSe,"Anakin's Betrayal","Star Wars: Revenge of the Sith (Original Motion Picture Soundtrack)","John Williams,London Symphony Orchestra",2005-05-03,245320,49,monsterx120,2024-09-19T03:29:25Z,"orchestral soundtrack,soundtrack,british orchestra,classical,orchestra","Walt Disney Records",0.143,0.174,9,-17.379,0,0.0354,0.772,0.925,0.091,0.0385,138.947,4
1kaU2OVc5Zj1uFaw50W8ZE,"Smoke","Cowbell Cult, Vol. 1","Cowbell Cult,Joehdah",2020-10-26,114468,46,monsterx120,2024-09-19T03:29:25Z,"drift phonk,memphis phonk","Cowbell Cult",0.619,0.988,3,-7.204,1,0.113,0.955,0.768,0.182,0.529,147.974,4
0qeB9vdyOk9X92hbbSsBL5,"Wirtshaus Gaudi","Erdentempel (Bonus Version)","Equilibrium",2014-06-10,161066,0,monsterx120,2024-09-19T03:29:25Z,"folk metal,german metal,german pagan metal,melodic death metal,power metal,symphonic metal,viking metal","Nuclear Blast",0.413,0.979,0,-4.767,1,0.0399,0.00568,0.373,0.102,0.699,92.525,4
7IPzEPRs8Y3j0hieZ4wdYf,"Uranium Fever","Presenting Elton Britt","Elton Britt",1955-12-03,139133,54,monsterx120,2024-09-19T03:29:25Z,"traditional country","Universal Digital Enterprises",0.79,0.505,3,-8.247,1,0.143,0.837,0,0.0591,0.909,118.89,4
7kQUdVjev73xIuwu7W6YW9,"Welcome To Brixton","Welcome To Brixton","SR",2020-11-27,180000,65,monsterx120,2024-09-19T03:29:25Z,"uk drill","SR",0.89,0.455,2,-10.226,1,0.437,0.158,0,0.153,0.897,138.988,4
1qCQTy0fTXerET4x8VHyr9,"What A Wonderful World","What A Wonderful World","Louis Armstrong",1968,137520,2,monsterx120,2024-09-19T03:29:25Z,"adult standards,dixieland,harlem renaissance,jazz trumpet,lounge,new orleans jazz,soul,swing,vocal jazz","Geffen*",0.399,0.258,5,-16.028,1,0.033,0.792,0.00000186,0.128,0.192,108.174,3
44AyOl4qVkzS48vBsbNXaC,"Can't Help Falling in Love","Blue Hawaii","Elvis Presley",1961-10-20,182360,80,monsterx120,2024-09-19T03:29:25Z,"rock-and-roll,rockabilly","RCA/Legacy",0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
2hhFpD32iXUd4GaCu6T4wn,"Everyday Normal Guy 2","You Want Some of This?","Jon Lajoie",2009-03-18,195693,72,monsterx120,2024-09-19T03:29:25Z,"comedy rap,comic,parody","Normal Guy Productions",0.823,0.731,3,-4.273,1,0.307,0.42,0,0.306,0.876,90.302,4
4SeYfS8vKD8XiyB5ZyexCx,"One Final Effort","Halo 3 (Original Soundtrack)","Martin O'Donnell,Michael Salvatori",2007-11-20,188533,0,monsterx120,2024-09-19T03:29:25Z,"scorecore,video game music","Skill Tree Records",0.349,0.735,4,-12.142,0,0.0517,0.245,0.664,0.252,0.117,187.452,3
3o9dGOt9zwCaIH4XYmuLpb,"wanting, getting, wanting","SHUT UP, GET HAPPY","DEMONDICE",2022-01-31,152661,42,monsterx120,2024-09-19T03:29:25Z,"","DEMONDICE",0.784,0.456,2,-12.076,1,0.246,0.0648,0,0.13,0.396,93.049,4
3O1wvQuSTYGMs4Erjyymzw,"take the bait","SHUT UP, GET HAPPY","DEMONDICE",2022-01-31,223722,35,monsterx120,2024-09-19T03:29:25Z,"","DEMONDICE",0.697,0.493,2,-13.238,1,0.469,0.51,0,0.194,0.368,77.961,4
0vBWhdwszewz5JUUOnnHb1,"dark hour","SHUT UP, GET HAPPY","DEMONDICE",2022-01-31,251221,36,monsterx120,2024-09-19T03:29:25Z,"","DEMONDICE",0.718,0.339,11,-14.945,0,0.109,0.746,0.00000122,0.102,0.0975,103.023,4
5QffTYmIJK8g4qjebzjz37,"fake ass gold","SHUT UP, GET HAPPY","DEMONDICE",2022-01-31,210357,37,monsterx120,2024-09-19T03:29:25Z,"","DEMONDICE",0.825,0.557,8,-11.135,0,0.135,0.27,0,0.212,0.383,92.944,4
1gqpS3TYwagGBSYIjrhtws,"The Triumph","Rwby, Vol. 5 (Music from the Rooster Teeth Series)","Jeff Williams,Casey Lee Williams",2018-06-08,253983,15,monsterx120,2024-09-19T03:29:25Z,"otacore","Rooster Teeth Productions",0.488,0.931,9,-7.169,0,0.121,0.000487,0.0112,0.118,0.533,165.105,4
4F3AZKEJubvPsl0hBArVBW,"Se Acabo (feat. Method Man)","Take It Or Squeeze It","The Beatnuts,Method Man",2001-03-10,212293,59,monsterx120,2024-09-19T03:29:25Z,"east coast hip hop,queens hip hop,hardcore hip hop,hip hop","Legacy Recordings",0.935,0.519,6,-6.482,0,0.31,0.156,0,0.425,0.884,96.97,4
4JtoZPwnc9v5gTsN0iqZ2j,"The Devil Went Down to Georgia","Epic","Steve Ouimette",2010,376373,49,monsterx120,2024-09-19T03:29:25Z,"shred","Skill Tree Records",0.286,0.928,7,-5.015,1,0.0756,0.000119,0.128,0.0971,0.411,147.868,4
777zXDJpBufzttU4AJ2dGO,"I Don't Want To Set The World On Fire","The Anthology","The Ink Spots",1998-06-16,181066,68,monsterx120,2024-09-19T03:29:25Z,"lounge,vocal harmony group","Geffen",0.445,0.146,5,-16.064,1,0.0333,0.962,0.0000105,0.249,0.332,86.637,4
4M7mmhZvhN1wBypbu0Z0zY,"CapSule","CapSule","Mori Calliope,Hoshimachi Suisei",2022-04-04,174842,50,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","Universal Music LLC",0.796,0.841,1,-4.486,1,0.0475,0.0261,0,0.24,0.631,119.99,4
7uqc5fjwYfSX6pQ0SVhtQe,"Beer Is Great","Smoke & Oakum","The Longest Johns",2022-01-28,109706,30,monsterx120,2024-09-19T03:29:25Z,"shanty","Decca (UMO)",0.753,0.818,3,-6.799,1,0.481,0.839,0,0.639,0.512,122.987,4
2vaa0nnDnNTlxCh7fCmjsr,"Leave Her Johnny","Assassin's Creed 4: Black Flag (Sea Shanty Edition) [Original Game Soundtrack]","Sean Dagher,Nils Brown,Michiel Schrey,Assassin's Creed",2013-10-29,132293,59,monsterx120,2024-09-19T03:29:25Z,"shanty,video game music","Ubisoft Music",0.712,0.27,7,-4.382,0,0.0541,0.935,0,0.0582,0.728,120.416,4
55gQTPtDdhgXcrxeE95K7l,"Lady of the Dark","The War to End All Wars","Sabaton",2022-03-04,183000,58,monsterx120,2024-09-19T03:29:25Z,"power metal,swedish metal,swedish power metal","Nuclear Blast",0.552,0.98,2,-6.398,1,0.0704,0.00429,0.00000194,0.13,0.485,109.005,4
2Bn0n9dXQfvOY2ENbHlVOE,"Happiness World","Happiness World","白上フブキ,宝鐘マリン",2022-02-25,286463,39,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.65,0.953,1,-4.969,0,0.0555,0.0351,0.0000249,0.179,0.785,150.019,4
0OdY6d5Ij3jPcmh3wEk8pq,"born to be real","born to be real","常闇トワ",2022-03-12,207600,32,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.473,0.977,8,-3.117,0,0.116,0.000072,0.00000273,0.347,0.503,100.022,4
5Qjx4obghhfhsh6DiUwpNM,"Mayonesa","2000 Grandes Exitos","Chocolate",2000-02-20,231080,64,monsterx120,2024-09-19T03:29:25Z,"cumbia uruguaya","Montevideo Music Group",0.851,0.843,10,-5.204,1,0.0475,0.088,0,0.0665,0.888,97.047,4
2dG9k8jtnkjzJjUToz9i9i,"Residente: Bzrp Music Sessions, Vol. 49","Residente: Bzrp Music Sessions, Vol. 49","Bizarrap,Residente",2022-03-03,519289,61,monsterx120,2024-09-19T03:29:25Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,venezuelan hip hop","DALE PLAY Records",0.586,0.74,1,-2.997,0,0.404,0.555,0,0.11,0.697,71.378,3
5Atjzvg5qZcWZhXwZkHqPO,"The Vampire","The Vampire","DECO*27",2021-03-09,178235,50,monsterx120,2024-09-19T03:29:25Z,"anime rock,j-pixie,vocaloid","OTOIRO",0.555,0.955,1,-4.073,0,0.048,0.0096,0,0.329,0.955,164.028,4
6q7tXbbAOFY9qMT6LMKHnA,"Zeri, the Spark of Zaun","Zeri, the Spark of Zaun","League of Legends,Lauren Babic",2022-01-20,213362,44,monsterx120,2024-09-19T03:29:25Z,"speedrun,video game music,canadian post-hardcore,hel","Riot Games",0.45,0.902,2,-6.853,1,0.078,0.000107,0.0756,0.363,0.286,180.067,4
1XkRprkVY9ntVC7KzHrlaZ,"The Book of Boba Fett","The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack]","Ludwig Göransson",2022-01-21,175699,50,monsterx120,2024-09-19T03:29:25Z,"nordic soundtrack,orchestral soundtrack,soundtrack","Walt Disney Records",0.557,0.471,7,-9.822,0,0.0365,0.776,0.841,0.115,0.191,130.075,3
50eBP4arxI9WZqSXAy8j9d,"Sixteen Tons","Sixteen Tons","Geoff Castellucci",2021-01-30,170626,62,monsterx120,2024-09-19T03:29:25Z,"","Kage Records",0.72,0.303,1,-13.834,1,0.0647,0.773,0.162,0.0996,0.601,140.011,4
3tkXg3freIdvTxN58YUPaG,"Sleep Is for the Weak","Polka's Not Dead","The Dreadnoughts",2010-09-28,189560,47,monsterx120,2024-09-19T03:29:25Z,"celtic rock,pirate,shanty,vancouver punk","Stomp Records",0.521,0.937,4,-4.338,0,0.123,0.00334,0.00000579,0.21,0.642,141.963,4
3Riq4RZQVNR4nNmik5WbnA,"Hard Times Come Again No More","Smoke & Oakum","The Longest Johns",2022-01-28,283186,34,monsterx120,2024-09-19T03:29:25Z,"shanty","Decca (UMO)",0.518,0.47,2,-8.519,1,0.027,0.363,0.00000122,0.108,0.524,167.927,4
02dphTJYUQ9pmdNC52iyOz,"Fiesta Pagana","Finisterra","Mägo de Oz",2000,296751,69,monsterx120,2024-09-19T03:29:25Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal","Locomotive Records",0.434,0.897,11,-4.845,0,0.0695,0.0124,0.0000422,0.0772,0.376,135.54,4
1fPCGREltHJuV3axEPydLp,"Loba","She Wolf (Expanded Edition)","Shakira",2009,189200,69,monsterx120,2024-09-19T03:29:25Z,"colombian pop,dance pop,latin pop,pop","Epic",0.853,0.706,7,-7.598,1,0.0451,0.403,0.046,0.0751,0.778,121.991,4
65yNr1EO2TOBEYCz45tuOf,"It Has To Be This Way - Platinum Mix","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","Jimmy Gnecco",2013-02-20,175506,60,monsterx120,2024-09-19T03:29:25Z,"video game music","Konami Digital Entertainment",0.435,0.975,9,-4.361,0,0.0546,0.000946,0.071,0.176,0.322,102.48,4
6XY9O5pejwQzGAxxhPV6om,"Abandon All","SOUNDTRACK FOR THE APOCALYPSE","zYnthetic",2014-05-23,258368,28,monsterx120,2024-09-19T03:29:25Z,"future rock","zYnthetic",0.487,0.801,10,-8.125,1,0.048,0.000693,0.875,0.111,0.238,119.946,4
4swoDlKfBGqhzAWdoSHd7g,"hands - Full Spec Edition","桐生一馬 カラオケ定番曲コレクション(龍が如く7 光と闇の行方)","桐生一馬(黒田崇矢)",2020-01-16,212342,16,monsterx120,2024-09-19T03:29:25Z,"shonen","セガホールディングス",0.414,0.97,3,-3.041,1,0.0522,0.000833,0.00217,0.348,0.74,160.021,4
2Mars4BGtRkJvBuQ7gfs3o,"ししわたクッキング feat. 獅白ぼたん","わためのうた vol.2","角巻わため,獅白ぼたん",2021-12-30,259573,25,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.615,0.971,8,-2.201,1,0.0968,0.0956,0,0.598,0.741,150.012,4
52GuOWf9PwTzj7oL7isgCO,"みっころね×しょうたいむ‼︎","みっころね×しょうたいむ‼︎","さくらみこ,戌神ころね",2022-01-03,295000,32,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.606,0.884,8,-6.179,1,0.101,0.179,0.0000099,0.962,0.632,126.014,4
2D3gvohUyOfXIVX6Mvhqae,"Weather","Weather","Ginger Root",2019-06-05,222976,46,monsterx120,2024-09-19T03:29:25Z,"hypnagogic pop,oc indie","Acrophase Records",0.726,0.817,11,-6.397,0,0.0334,0.399,0.178,0.0871,0.501,126.977,4
3eZqBNHlNA4lUsbAB6UmvD,"Loretta","Loretta","Ginger Root",2021-06-16,190153,60,monsterx120,2024-09-19T03:29:25Z,"hypnagogic pop,oc indie","Acrophase Records",0.706,0.801,2,-5.646,1,0.0462,0.282,0.594,0.143,0.887,130.001,4
1di1C0QI6Y92yZPYn6XYAZ,"シルエット","TIME","KANA-BOON",2015-01-21,240133,71,monsterx120,2024-09-19T03:29:25Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.436,0.934,2,-2.685,1,0.0507,0.0000103,0.14,0.321,0.384,91.481,4
2USyvcBpPjhW0rgiD2R8Bp,"Mariposa Traicionera","Six Pack: Maná - EP","Maná",2010-03-16,264599,57,monsterx120,2024-09-19T03:29:25Z,"latin arena pop,latin pop,latin rock,mexican pop,mexican rock,rock en espanol","WM Mexico",0.773,0.794,5,-4.954,0,0.0326,0.527,0.000354,0.113,0.907,101.143,4
4hKvx9VUiH4sDJcNLscuTO,"Dawn Blue","Dawn Blue","Mori Calliope",2021-12-29,250005,36,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.554,0.951,5,-5.744,1,0.052,0.0137,0,0.198,0.484,98.039,4
2xNln5r06KzE2ABS4Vq4i2,"Lazy Generation - Edited","The F-Ups","The F-Ups",2004-01-01,145213,45,monsterx120,2024-09-19T03:29:25Z,"rochester mn indie","Capitol Records",0.478,0.955,6,-2.855,1,0.0454,0.0000907,0.00000159,0.462,0.545,98.833,4
2GqCEJpzmD81AJ2H0Hyz5T,"Taca a Xereca pra Mim","Taca a Xereca pra Mim","MC Kaique da VP,DJ SKYPE",2021-07-30,260832,57,monsterx120,2024-09-19T03:29:25Z,"funk viral,deboxe","Beco 062",0.953,0.449,1,-7.409,1,0.061,0.0184,0,0.123,0.491,130.04,4
4offdsXJnyGPrJhasSksU2,"Come Down Brother Willy","Come Down Brother Willy","Dj Maya,Dimension Costeña",2020-06-03,164556,0,monsterx120,2024-09-19T03:29:25Z,"","Tesla Records",0.614,0.965,9,-7.016,1,0.0434,0.00721,0.00000314,0.244,0.778,139.78,4
72WCG8ebK02NXfn27hTHfa,"The Twelve Days of Christmas","We Wish You A Merry Christmas","Ray Conniff,The Ray Conniff Singers",1962,259200,31,monsterx120,2024-09-19T03:29:25Z,"easy listening","Columbia",0.633,0.428,4,-15.217,1,0.0322,0.736,0,0.149,0.843,121.176,4
5qaEfEh1AtSdrdrByCP7qR,"Demons","Night Visions","Imagine Dragons",2012-09-04,177506,85,monsterx120,2024-09-19T03:29:25Z,"modern rock,pop,rock","Kid Ina Korner / Interscope",0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4
6KhX2ctFvidBjIUPrKaGqs,"Graveyard Shift ft. BOOGEY VOXX","Graveyard Shift ft. BOOGEY VOXX","Mori Calliope,BOOGEY VOXX",2021-12-10,253809,32,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.7,0.903,1,-2.121,1,0.0376,0.0111,0,0.334,0.567,126.016,4
3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone,Swae Lee",2018-12-14,158040,81,monsterx120,2024-09-19T03:29:25Z,"dfw rap,melodic rap,pop,rap,trap","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
1lCRw5FEZ1gPDNPzy1K4zW,"We Are The Champions - Remastered 2011","News Of The World (2011 Remaster)","Queen",1977-10-28,179200,74,monsterx120,2024-09-19T03:29:25Z,"classic rock,glam rock,rock","EMI",0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,4
4pbJqGIASGPr0ZpGpnWkDn,"We Will Rock You - Remastered 2011","News Of The World (2011 Remaster)","Queen",1977-10-28,122066,79,monsterx120,2024-09-19T03:29:25Z,"classic rock,glam rock,rock","EMI",0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4
0WSa1sucoNRcEeULlZVQXj,"Can You Feel My Heart","Sempiternal (Expanded Edition)","Bring Me The Horizon",2013-04-01,228146,76,monsterx120,2024-09-19T03:29:25Z,"melodic metalcore,metalcore,modern rock,rock,uk metalcore","RCA Records Label",0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5
4PtJNlcpEGyNAkYy44m5fI,"otherside","Minecraft: Caves & Cliffs (Original Game Soundtrack)","Lena Raine,Minecraft",2021-10-20,195272,57,monsterx120,2024-09-19T03:29:25Z,"indie game soundtrack,spectra,video game music,pixel","Microsoft Studios Music",0.555,0.924,7,-5.411,1,0.0438,0.0993,0.572,0.112,0.538,91.983,4
0ZqvH7tEKYjSyjU1JiPZv4,"The Workers Song (feat. Seth Lakeman)","The Workers Song (feat. Seth Lakeman)","The Longest Johns,Seth Lakeman",2021-12-03,196053,23,monsterx120,2024-09-19T03:29:25Z,"shanty,british folk,devon indie","Decca (UMO)",0.633,0.343,11,-9.685,1,0.663,0.726,0,0.106,0.59,162.429,3
4C9N0IBNMTa3JVyt0BkYsV,"Air Max Violin","Air Max Violin","BlfBoy",2021-11-19,82314,31,monsterx120,2024-09-19T03:29:25Z,"classical drill","BlfRecords",0.719,0.317,1,-14.511,0,0.51,0.0886,0,0.0448,0.949,94.689,5
5NSJ0qoxwbO26tVvqpL4N2,"Un Siglo Sin Ti","Chayanne","Chayanne",1998,281026,72,monsterx120,2024-09-19T03:29:25Z,"latin pop,puerto rican pop","Sony Music Latin",0.611,0.674,7,-6.143,0,0.0279,0.0961,0,0.129,0.261,133.906,4
47Yh3jaeUdh3RUr9NJ2kEj,"Infestation","The Tale of a Cruel World (Calamity Original Game Soundtrack)","DM DOKURO",2020-09-25,274602,47,monsterx120,2024-09-19T03:29:25Z,"pixel,video game music","Materia Collective",0.589,0.98,1,-6.131,0,0.134,0.0000836,0.894,0.373,0.808,152.017,4
48svUiwMMYQRPyesVEnof1,"Tabaco y Chanel","Bacilos (Re-Issue)","Bacilos",2001-04-24,312400,68,monsterx120,2024-09-19T03:29:25Z,"colombian pop,latin alternative,latin pop,rock en espanol","WEA Latina",0.643,0.576,7,-6.896,1,0.0303,0.0267,0,0.273,0.699,97.022,4
5UlnuulVAVmmesw4VzqHdG,"Enemy - From the series Arcane League of Legends","Enemy - from the series Arcane League of Legends","Imagine Dragons,Arcane,League of Legends",2021-10-27,173381,70,monsterx120,2024-09-19T03:29:25Z,"modern rock,pop,rock,speedrun,video game music","KIDinaKORNER/Interscope Records",0.722,0.745,7,-4.164,1,0.256,0.247,0,0.419,0.52,77.029,4
13RP005cDlNlZD23CIRUb1,"Hoy toca ser feliz","Gaia II (Edicion lujo)","Mägo de Oz",2005-12-13,259946,60,monsterx120,2024-09-19T03:29:25Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal","DRO/EastWest Spain",0.569,0.806,7,-4.861,1,0.0292,0.0259,0,0.273,0.737,105.082,4
19vhfSUgVJO2enJ6XidUGO,"Molinos De Viento","La Leyenda De La Mancha","Mägo de Oz",1998,251681,69,monsterx120,2024-09-19T03:29:25Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal","Locomotive Records",0.491,0.877,7,-3.758,1,0.0425,0.000259,0,0.0876,0.819,138.31,4
0kiUO0cZrel00kjM3JXz9w,"Black Out","Black Out","OBSYDIA",2021-07-18,185600,40,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","NIJISANJI",0.518,0.958,4,-0.653,0,0.0709,0.0854,0.00000104,0.543,0.487,150.054,4
6hhRhOIkpUIu1CFNNJfsnt,"Oreo","Oreo","Shotgun Willy,Yung Craka",2020-08-21,128932,59,monsterx120,2024-09-19T03:29:25Z,"meme rap","GFR",0.791,0.778,11,-5.557,1,0.0406,0.745,0.00000235,0.303,0.88,136.982,4
4Oih3RDrSFg3afaOphBVuy,"What Could Have Been feat. Ray Chen (from the series Arcane League of Legends)","Arcane League of Legends (Soundtrack from the Animated Series)","Sting,Ray Chen",2021-11-20,213474,57,monsterx120,2024-09-19T03:29:25Z,"permanent wave,soft rock,sophisti-pop,taiwan classical performance,violin","Riot Games",0.417,0.288,5,-8.896,0,0.0391,0.579,0.000968,0.0795,0.158,110.251,3
7fVlbM9hxmv3Omz4UPcsy8,"Brain Power","Cytus II-Neko (Original Soundtracks)","NOMA",2018-07-12,118058,48,monsterx120,2024-09-19T03:29:25Z,"rhythm game","Various Artists",0.321,0.984,11,-4.181,1,0.0559,0.0000121,0,0.403,0.359,170.162,4
0NQ5gT7OMaKX182p7RTzHY,"わためラップ","わためのうた vol.1","角巻わため",2021-05-31,67741,30,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","cover corp.",0.684,0.898,2,-4.257,1,0.0765,0.000321,0,0.232,0.484,123.761,4
5Q2uU5NGcS0mKwmgF28kRZ,"Haste Que El Cuerpo Aguante","Finisterra","Mägo de Oz",2000,272532,65,monsterx120,2024-09-19T03:29:25Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal","Locomotive Records",0.564,0.812,11,-5.432,0,0.0767,0.0407,0,0.12,0.616,95.969,4
2c3RC6Q1srMggPeBitBBvO,"Lightbringer - Acoustic","III: Lost Chapter","Pentakill,Jorn",2021-09-08,194785,44,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal","Riot Games",0.453,0.33,9,-10.295,0,0.0314,0.8,0,0.0981,0.17,129.972,4
3voBp3LlT8uHeQJ1QNWr8K,"Redemption","III: Lost Chapter","Pentakill,Jorn,Noora Louhimo",2021-09-08,255666,45,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal,hel","Riot Games",0.359,0.993,9,-4.154,1,0.188,0.000381,0,0.102,0.294,176.911,4
6BPJCWBiFHF7ItUQlyyP6x,"Aftershock","III: Lost Chapter","Pentakill,Tre Watson",2021-09-08,210506,41,monsterx120,2024-09-19T03:29:25Z,"melodic power metal","Riot Games",0.474,0.956,4,-5.626,0,0.162,0.000024,0.589,0.0403,0.155,140.1,4
5V1wcYlThHF52vNxvHVSiu,"Last Stand","III: Lost Chapter","Pentakill,Jorn",2021-09-08,277626,40,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal","Riot Games",0.251,0.964,4,-5.784,0,0.0879,0.00113,0.00223,0.0995,0.325,92.526,3
1gZ1mDu4N5yxt0Da0zZ5RI,"Stormrazor","III: Lost Chapter","Pentakill,Noora Louhimo",2021-09-08,244266,38,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hel","Riot Games",0.491,0.99,7,-5.336,1,0.166,0.0000418,0.00185,0.295,0.16,100.017,4
5hdHRPKv5pwB93nBq19reU,"Executioner's Calling","III: Lost Chapter","Pentakill,Jorn,Tre Watson",2021-09-08,276213,39,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal","Riot Games",0.432,0.95,7,-5.815,1,0.151,0.00021,0.000713,0.12,0.257,140.006,4
4EUVF9U6yBUOz97cIyFhar,"Conqueror","III: Lost Chapter","Pentakill,TELLE,Tre Watson",2021-09-08,250066,43,monsterx120,2024-09-19T03:29:25Z,"melodic power metal","Riot Games",0.498,0.987,4,-5.5,0,0.12,0.0000167,0.000532,0.343,0.214,125.025,4
2eKab7Fw5lCVnVM4G16N6B,"Gathering Storm","III: Lost Chapter","Pentakill,Jorn,Noora Louhimo,Jose "Atlan" Aranda",2021-09-08,277146,44,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal,hel","Riot Games",0.384,0.98,6,-4.297,0,0.0743,0.000108,0.0000404,0.323,0.383,169.967,4
5yGvW9W8yte5ChMcIAwb0m,"Predator","III: Lost Chapter","Pentakill,Tre Watson,TELLE",2021-09-08,259933,42,monsterx120,2024-09-19T03:29:25Z,"melodic power metal","Riot Games",0.409,0.987,4,-5.624,0,0.0908,0.00000781,0.0289,0.251,0.342,75.972,4
3Ro1AMjH9qdY3ZTWfxIFpN,"Edge of Night","III: Lost Chapter","Pentakill,Jorn",2021-09-08,289560,46,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal","Riot Games",0.372,0.9,7,-5.024,1,0.0613,0.0189,0,0.0906,0.185,145.057,3
207K1MXwebxpXDS43OazOU,"Lost Chapter","III: Lost Chapter","Pentakill,Jorn",2021-09-08,229333,50,monsterx120,2024-09-19T03:29:25Z,"melodic power metal,hard rock,neo classical metal,power metal,progressive metal,speed metal","Riot Games",0.489,0.979,4,-5.369,0,0.121,0.00053,0.0000131,0.0851,0.309,135.039,4
5Qu7WOVHuCa6tODwUmFIPX,"Крыши","С крыш наших домов","Molchat Doma",2017-04-24,168071,52,monsterx120,2024-09-19T03:29:25Z,"belarusian indie,russian post-punk,sovietwave","Sacred Bones Records",0.722,0.478,9,-9.139,1,0.0317,0.902,0.914,0.121,0.556,130.023,4
0LNn2O06dvsZqvWaS870xJ,"Tu Cárcel","Me Volvi A Acordar De Ti","Los Bukis",1987,212226,72,monsterx120,2024-09-19T03:29:25Z,"grupera,gruperas inmortales,musica mexicana","Fonovisa",0.814,0.61,7,-13.603,1,0.0279,0.356,0,0.0764,0.864,100.027,4
5TCyp6n14NjGnQuRMsWL4h,"Diamond City Lights","Diamond City Lights","LazuLight",2021-05-16,243602,44,monsterx120,2024-09-19T03:29:25Z,"japanese vtuber","NIJISANJI",0.493,0.879,5,-5.391,1,0.147,0.00731,0.0000347,0.351,0.622,181.901,4
5FaSqONiGaXC0LwQRSYgJq,"Christmas Truce","Christmas Truce","Sabaton",2021-10-29,318000,45,monsterx120,2024-09-19T03:29:25Z,"power metal,swedish metal,swedish power metal","Nuclear Blast",0.327,0.94,9,-6.778,0,0.0637,0.00472,0,0.184,0.223,185.977,3
